county_name,state,year,fips,merge_key,drug_deaths,drug_quantity,population,death_rate,ship_rate
"AUTAUGA COUNTY, AL",AL,2003,01001 ,010012003,,,54571,,
"AUTAUGA COUNTY, AL",AL,2004,01001 ,010012004,,,54571,,
"AUTAUGA COUNTY, AL",AL,2005,01001 ,010012005,,,54571,,
"AUTAUGA COUNTY, AL",AL,2006,01001 ,010012006,,20569.0,54571,,37692.18082864525
"AUTAUGA COUNTY, AL",AL,2007,01001 ,010012007,,12550.0,54571,,22997.56280808488
"AUTAUGA COUNTY, AL",AL,2008,01001 ,010012008,,13624.0,54571,,24965.64109142218
"AUTAUGA COUNTY, AL",AL,2009,01001 ,010012009,,28583.0,54571,,52377.63647358488
"AUTAUGA COUNTY, AL",AL,2010,01001 ,010012010,,30259.0,54571,,55448.86478166059
"AUTAUGA COUNTY, AL",AL,2011,01001 ,010012011,,29432.0,54571,,53933.40785398838
"AUTAUGA COUNTY, AL",AL,2012,01001 ,010012012,,30257.0,54571,,55445.19983141228
"AUTAUGA COUNTY, AL",AL,2013,01001 ,010012013,,28822.0,54571,,52815.59802825677
"AUTAUGA COUNTY, AL",AL,2014,01001 ,010012014,,25913.0,54571,,47484.927892103864
"AUTAUGA COUNTY, AL",AL,2015,01001 ,010012015,,,54571,,
"BALDWIN COUNTY, AL",AL,2003,01003 ,010032003,10.0,,182265,5.486516884755713,
"BALDWIN COUNTY, AL",AL,2004,01003 ,010032004,18.0,,182265,9.875730392560282,
"BALDWIN COUNTY, AL",AL,2005,01003 ,010032005,14.0,,182265,7.681123638657998,
"BALDWIN COUNTY, AL",AL,2006,01003 ,010032006,11.0,36482.0,182265,6.035168573231284,20015.91089896579
"BALDWIN COUNTY, AL",AL,2007,01003 ,010032007,24.0,43172.0,182265,13.167640523413711,23686.39069486736
"BALDWIN COUNTY, AL",AL,2008,01003 ,010032008,19.0,48364.0,182265,10.424382081035855,26534.99026143253
"BALDWIN COUNTY, AL",AL,2009,01003 ,010032009,29.0,58442.0,182265,15.910898965791569,32064.301977889336
"BALDWIN COUNTY, AL",AL,2010,01003 ,010032010,24.0,68091.0,182265,13.167640523413711,37358.24211999013
"BALDWIN COUNTY, AL",AL,2011,01003 ,010032011,23.0,92472.0,182265,12.618988834938138,50734.918936713024
"BALDWIN COUNTY, AL",AL,2012,01003 ,010032012,24.0,229774.0,182265,13.167640523413711,126065.8930677859
"BALDWIN COUNTY, AL",AL,2013,01003 ,010032013,20.0,467587.0,182265,10.973033769511426,256542.39705922696
"BALDWIN COUNTY, AL",AL,2014,01003 ,010032014,32.0,165990.0,182265,17.556854031218283,91070.69377006007
"BALDWIN COUNTY, AL",AL,2015,01003 ,010032015,40.0,,182265,21.946067539022852,
"BARBOUR COUNTY, AL",AL,2003,01005 ,010052003,,,27457,,
"BARBOUR COUNTY, AL",AL,2004,01005 ,010052004,,,27457,,
"BARBOUR COUNTY, AL",AL,2005,01005 ,010052005,,,27457,,
"BARBOUR COUNTY, AL",AL,2006,01005 ,010052006,,4234.0,27457,,15420.475652838986
"BARBOUR COUNTY, AL",AL,2007,01005 ,010052007,,4617.0,27457,,16815.384055067923
"BARBOUR COUNTY, AL",AL,2008,01005 ,010052008,,4883.0,27457,,17784.17161379612
"BARBOUR COUNTY, AL",AL,2009,01005 ,010052009,,5639.0,27457,,20537.567833339403
"BARBOUR COUNTY, AL",AL,2010,01005 ,010052010,,6676.0,27457,,24314.382488982774
"BARBOUR COUNTY, AL",AL,2011,01005 ,010052011,,6924.0,27457,,25217.612994864696
"BARBOUR COUNTY, AL",AL,2012,01005 ,010052012,,7936.0,27457,,28903.376188221584
"BARBOUR COUNTY, AL",AL,2013,01005 ,010052013,,7508.0,27457,,27344.575153876973
"BARBOUR COUNTY, AL",AL,2014,01005 ,010052014,,5755.0,27457,,20960.04661834869
"BARBOUR COUNTY, AL",AL,2015,01005 ,010052015,,,27457,,
"BIBB COUNTY, AL",AL,2003,01007 ,010072003,,,22915,,
"BIBB COUNTY, AL",AL,2004,01007 ,010072004,,,22915,,
"BIBB COUNTY, AL",AL,2005,01007 ,010072005,,,22915,,
"BIBB COUNTY, AL",AL,2006,01007 ,010072006,,2863.0,22915,,12493.999563604626
"BIBB COUNTY, AL",AL,2007,01007 ,010072007,,3380.0,22915,,14750.16364826533
"BIBB COUNTY, AL",AL,2008,01007 ,010072008,,4039.0,22915,,17626.009164302857
"BIBB COUNTY, AL",AL,2009,01007 ,010072009,,4062.0,22915,,17726.380100370938
"BIBB COUNTY, AL",AL,2010,01007 ,010072010,,4016.0,22915,,17525.63822823478
"BIBB COUNTY, AL",AL,2011,01007 ,010072011,,4985.0,22915,,21754.309404320316
"BIBB COUNTY, AL",AL,2012,01007 ,010072012,,5738.0,22915,,25040.366572114337
"BIBB COUNTY, AL",AL,2013,01007 ,010072013,,6518.0,22915,,28444.250490944796
"BIBB COUNTY, AL",AL,2014,01007 ,010072014,,6197.0,22915,,27043.4213397338
"BIBB COUNTY, AL",AL,2015,01007 ,010072015,,,22915,,
"BLOUNT COUNTY, AL",AL,2003,01009 ,010092003,,,57322,,
"BLOUNT COUNTY, AL",AL,2004,01009 ,010092004,,,57322,,
"BLOUNT COUNTY, AL",AL,2005,01009 ,010092005,,,57322,,
"BLOUNT COUNTY, AL",AL,2006,01009 ,010092006,,5247.0,57322,,9153.553609434422
"BLOUNT COUNTY, AL",AL,2007,01009 ,010092007,,5509.0,57322,,9610.62070409267
"BLOUNT COUNTY, AL",AL,2008,01009 ,010092008,15.0,6138.0,57322,26.16796343463243,10707.930637451589
"BLOUNT COUNTY, AL",AL,2009,01009 ,010092009,,7191.0,57322,,12544.921670562786
"BLOUNT COUNTY, AL",AL,2010,01009 ,010092010,,7447.0,57322,,12991.521579847178
"BLOUNT COUNTY, AL",AL,2011,01009 ,010092011,,9748.0,57322,,17005.687170719793
"BLOUNT COUNTY, AL",AL,2012,01009 ,010092012,15.0,11101.0,57322,26.16796343463243,19366.03747252364
"BLOUNT COUNTY, AL",AL,2013,01009 ,010092013,10.0,11188.0,57322,17.44530895642162,19517.811660444506
"BLOUNT COUNTY, AL",AL,2014,01009 ,010092014,11.0,9591.0,57322,19.18983985206378,16731.795820103973
"BLOUNT COUNTY, AL",AL,2015,01009 ,010092015,11.0,,57322,19.18983985206378,
"BULLOCK COUNTY, AL",AL,2003,01011 ,010112003,,,10914,,
"BULLOCK COUNTY, AL",AL,2004,01011 ,010112004,,,10914,,
"BULLOCK COUNTY, AL",AL,2005,01011 ,010112005,,,10914,,
"BULLOCK COUNTY, AL",AL,2006,01011 ,010112006,,668.0,10914,,6120.5790727505955
"BULLOCK COUNTY, AL",AL,2007,01011 ,010112007,,752.0,10914,,6890.232728605461
"BULLOCK COUNTY, AL",AL,2008,01011 ,010112008,,877.0,10914,,8035.550668865678
"BULLOCK COUNTY, AL",AL,2009,01011 ,010112009,,1218.0,10914,,11159.978009895547
"BULLOCK COUNTY, AL",AL,2010,01011 ,010112010,,1278.0,10914,,11709.73062122045
"BULLOCK COUNTY, AL",AL,2011,01011 ,010112011,,1477.0,10914,,13533.076782114715
"BULLOCK COUNTY, AL",AL,2012,01011 ,010112012,,1748.0,10914,,16016.126076598863
"BULLOCK COUNTY, AL",AL,2013,01011 ,010112013,,1766.0,10914,,16181.051859996334
"BULLOCK COUNTY, AL",AL,2014,01011 ,010112014,,1048.0,10914,,9602.345611141654
"BULLOCK COUNTY, AL",AL,2015,01011 ,010112015,,,10914,,
"BUTLER COUNTY, AL",AL,2003,01013 ,010132003,,,20947,,
"BUTLER COUNTY, AL",AL,2004,01013 ,010132004,,,20947,,
"BUTLER COUNTY, AL",AL,2005,01013 ,010132005,,,20947,,
"BUTLER COUNTY, AL",AL,2006,01013 ,010132006,,4585.0,20947,,21888.57592972741
"BUTLER COUNTY, AL",AL,2007,01013 ,010132007,,5972.0,20947,,28510.0491717191
"BUTLER COUNTY, AL",AL,2008,01013 ,010132008,,6924.0,20947,,33054.85272354036
"BUTLER COUNTY, AL",AL,2009,01013 ,010132009,,7494.0,20947,,35776.00611066024
"BUTLER COUNTY, AL",AL,2010,01013 ,010132010,,8087.0,20947,,38606.960423927056
"BUTLER COUNTY, AL",AL,2011,01013 ,010132011,,8573.0,20947,,40927.101732945055
"BUTLER COUNTY, AL",AL,2012,01013 ,010132012,,7846.0,20947,,37456.437676039524
"BUTLER COUNTY, AL",AL,2013,01013 ,010132013,,6524.0,20947,,31145.271399245717
"BUTLER COUNTY, AL",AL,2014,01013 ,010132014,,5609.0,20947,,26777.104119921707
"BUTLER COUNTY, AL",AL,2015,01013 ,010132015,,,20947,,
"CALHOUN COUNTY, AL",AL,2003,01015 ,010152003,,,118572,,
"CALHOUN COUNTY, AL",AL,2004,01015 ,010152004,,,118572,,
"CALHOUN COUNTY, AL",AL,2005,01015 ,010152005,,,118572,,
"CALHOUN COUNTY, AL",AL,2006,01015 ,010152006,,30583.0,118572,,25792.76726377222
"CALHOUN COUNTY, AL",AL,2007,01015 ,010152007,11.0,35078.0,118572,9.277063724994097,29583.712849576626
"CALHOUN COUNTY, AL",AL,2008,01015 ,010152008,17.0,37778.0,118572,14.337280302263602,31860.810309347908
"CALHOUN COUNTY, AL",AL,2009,01015 ,010152009,12.0,41901.0,118572,10.120433154539015,35338.0224673616
"CALHOUN COUNTY, AL",AL,2010,01015 ,010152010,19.0,46792.0,118572,16.02401916135344,39462.942347265795
"CALHOUN COUNTY, AL",AL,2011,01015 ,010152011,12.0,55200.0,118572,10.120433154539015,46553.99251087946
"CALHOUN COUNTY, AL",AL,2012,01015 ,010152012,,64652.0,118572,,54525.520358938025
"CALHOUN COUNTY, AL",AL,2013,01015 ,010152013,,62027.0,118572,,52311.675606382625
"CALHOUN COUNTY, AL",AL,2014,01015 ,010152014,19.0,45448.0,118572,16.02401916135344,38329.45383395743
"CALHOUN COUNTY, AL",AL,2015,01015 ,010152015,20.0,,118572,16.867388590898354,
"CHAMBERS COUNTY, AL",AL,2003,01017 ,010172003,,,34215,,
"CHAMBERS COUNTY, AL",AL,2004,01017 ,010172004,,,34215,,
"CHAMBERS COUNTY, AL",AL,2005,01017 ,010172005,,,34215,,
"CHAMBERS COUNTY, AL",AL,2006,01017 ,010172006,,7255.0,34215,,21204.150226508842
"CHAMBERS COUNTY, AL",AL,2007,01017 ,010172007,,7772.0,34215,,22715.183399093963
"CHAMBERS COUNTY, AL",AL,2008,01017 ,010172008,,8639.0,34215,,25249.159725266694
"CHAMBERS COUNTY, AL",AL,2009,01017 ,010172009,,9354.0,34215,,27338.88645330995
"CHAMBERS COUNTY, AL",AL,2010,01017 ,010172010,,9914.0,34215,,28975.595499050123
"CHAMBERS COUNTY, AL",AL,2011,01017 ,010172011,,12621.0,34215,,36887.33011836914
"CHAMBERS COUNTY, AL",AL,2012,01017 ,010172012,,12819.0,34215,,37466.02367382727
"CHAMBERS COUNTY, AL",AL,2013,01017 ,010172013,,12790.0,34215,,37381.265526815725
"CHAMBERS COUNTY, AL",AL,2014,01017 ,010172014,,11538.0,34215,,33722.05173169662
"CHAMBERS COUNTY, AL",AL,2015,01017 ,010172015,,,34215,,
"CHEROKEE COUNTY, AL",AL,2003,01019 ,010192003,,,25989,,
"CHEROKEE COUNTY, AL",AL,2004,01019 ,010192004,,,25989,,
"CHEROKEE COUNTY, AL",AL,2005,01019 ,010192005,,,25989,,
"CHEROKEE COUNTY, AL",AL,2006,01019 ,010192006,,5811.0,25989,,22359.459771441765
"CHEROKEE COUNTY, AL",AL,2007,01019 ,010192007,,7457.0,25989,,28692.90853822771
"CHEROKEE COUNTY, AL",AL,2008,01019 ,010192008,,8243.0,25989,,31717.264996729384
"CHEROKEE COUNTY, AL",AL,2009,01019 ,010192009,,9262.0,25989,,35638.15460387087
"CHEROKEE COUNTY, AL",AL,2010,01019 ,010192010,,10113.0,25989,,38912.61687637077
"CHEROKEE COUNTY, AL",AL,2011,01019 ,010192011,,12535.0,25989,,48231.9442841202
"CHEROKEE COUNTY, AL",AL,2012,01019 ,010192012,,12180.0,25989,,46865.981761514486
"CHEROKEE COUNTY, AL",AL,2013,01019 ,010192013,,12121.0,25989,,46638.96263803917
"CHEROKEE COUNTY, AL",AL,2014,01019 ,010192014,,10309.0,25989,,39666.78210011928
"CHEROKEE COUNTY, AL",AL,2015,01019 ,010192015,,,25989,,
"CHILTON COUNTY, AL",AL,2003,01021 ,010212003,,,43643,,
"CHILTON COUNTY, AL",AL,2004,01021 ,010212004,,,43643,,
"CHILTON COUNTY, AL",AL,2005,01021 ,010212005,,,43643,,
"CHILTON COUNTY, AL",AL,2006,01021 ,010212006,13.0,8436.0,43643,29.787136539651257,19329.56029603831
"CHILTON COUNTY, AL",AL,2007,01021 ,010212007,,8878.0,43643,,20342.322938386453
"CHILTON COUNTY, AL",AL,2008,01021 ,010212008,,10041.0,43643,,23007.125999587563
"CHILTON COUNTY, AL",AL,2009,01021 ,010212009,,11066.0,43643,,25355.727149829298
"CHILTON COUNTY, AL",AL,2010,01021 ,010212010,10.0,12254.0,43643,22.913181953577894,28077.81316591435
"CHILTON COUNTY, AL",AL,2011,01021 ,010212011,,14462.0,43643,,33137.04374126435
"CHILTON COUNTY, AL",AL,2012,01021 ,010212012,,16910.0,43643,,38746.19068350022
"CHILTON COUNTY, AL",AL,2013,01021 ,010212013,,17187.0,43643,,39380.88582361433
"CHILTON COUNTY, AL",AL,2014,01021 ,010212014,,15298.0,43643,,35052.58575258346
"CHILTON COUNTY, AL",AL,2015,01021 ,010212015,,,43643,,
"CHOCTAW COUNTY, AL",AL,2003,01023 ,010232003,,,13859,,
"CHOCTAW COUNTY, AL",AL,2004,01023 ,010232004,,,13859,,
"CHOCTAW COUNTY, AL",AL,2005,01023 ,010232005,,,13859,,
"CHOCTAW COUNTY, AL",AL,2006,01023 ,010232006,,2055.0,13859,,14827.909661591746
"CHOCTAW COUNTY, AL",AL,2007,01023 ,010232007,,2064.0,13859,,14892.849411934483
"CHOCTAW COUNTY, AL",AL,2008,01023 ,010232008,,1871.0,13859,,13500.252543473554
"CHOCTAW COUNTY, AL",AL,2009,01023 ,010232009,,2176.0,13859,,15700.988527310772
"CHOCTAW COUNTY, AL",AL,2010,01023 ,010232010,,2453.0,13859,,17699.68973230392
"CHOCTAW COUNTY, AL",AL,2011,01023 ,010232011,,2599.0,13859,,18753.15679341944
"CHOCTAW COUNTY, AL",AL,2012,01023 ,010232012,,3002.0,13859,,21661.01450321091
"CHOCTAW COUNTY, AL",AL,2013,01023 ,010232013,,3569.0,13859,,25752.218774803376
"CHOCTAW COUNTY, AL",AL,2014,01023 ,010232014,,2637.0,13859,,19027.34685042211
"CHOCTAW COUNTY, AL",AL,2015,01023 ,010232015,,,13859,,
"CLARKE COUNTY, AL",AL,2003,01025 ,010252003,,,25833,,
"CLARKE COUNTY, AL",AL,2004,01025 ,010252004,,,25833,,
"CLARKE COUNTY, AL",AL,2005,01025 ,010252005,,,25833,,
"CLARKE COUNTY, AL",AL,2006,01025 ,010252006,,3938.0,25833,,15244.06766538923
"CLARKE COUNTY, AL",AL,2007,01025 ,010252007,,4899.0,25833,,18964.115666008594
"CLARKE COUNTY, AL",AL,2008,01025 ,010252008,,5541.0,25833,,21449.309023342237
"CLARKE COUNTY, AL",AL,2009,01025 ,010252009,,6843.0,25833,,26489.374056439436
"CLARKE COUNTY, AL",AL,2010,01025 ,010252010,,7408.0,25833,,28676.49905160067
"CLARKE COUNTY, AL",AL,2011,01025 ,010252011,,8189.0,25833,,31699.763867920876
"CLARKE COUNTY, AL",AL,2012,01025 ,010252012,,9686.0,25833,,37494.67735067549
"CLARKE COUNTY, AL",AL,2013,01025 ,010252013,,11185.0,25833,,43297.33286881121
"CLARKE COUNTY, AL",AL,2014,01025 ,010252014,,7930.0,25833,,30697.17028606821
"CLARKE COUNTY, AL",AL,2015,01025 ,010252015,,,25833,,
"CLAY COUNTY, AL",AL,2003,01027 ,010272003,,,13932,,
"CLAY COUNTY, AL",AL,2004,01027 ,010272004,,,13932,,
"CLAY COUNTY, AL",AL,2005,01027 ,010272005,,,13932,,
"CLAY COUNTY, AL",AL,2006,01027 ,010272006,,1697.0,13932,,12180.591444157337
"CLAY COUNTY, AL",AL,2007,01027 ,010272007,,1502.0,13932,,10780.935974734424
"CLAY COUNTY, AL",AL,2008,01027 ,010272008,,1841.0,13932,,13214.183175423486
"CLAY COUNTY, AL",AL,2009,01027 ,010272009,,2489.0,13932,,17865.34596612116
"CLAY COUNTY, AL",AL,2010,01027 ,010272010,,2385.0,13932,,17118.863049095606
"CLAY COUNTY, AL",AL,2011,01027 ,010272011,,2723.0,13932,,19544.932529428654
"CLAY COUNTY, AL",AL,2012,01027 ,010272012,,3547.0,13932,,25459.374102784954
"CLAY COUNTY, AL",AL,2013,01027 ,010272013,,4044.0,13932,,29026.701119724374
"CLAY COUNTY, AL",AL,2014,01027 ,010272014,,3697.0,13932,,26536.032156187193
"CLAY COUNTY, AL",AL,2015,01027 ,010272015,,,13932,,
"CLEBURNE COUNTY, AL",AL,2003,01029 ,010292003,,,14972,,
"CLEBURNE COUNTY, AL",AL,2004,01029 ,010292004,,,14972,,
"CLEBURNE COUNTY, AL",AL,2005,01029 ,010292005,,,14972,,
"CLEBURNE COUNTY, AL",AL,2006,01029 ,010292006,,1328.0,14972,,8869.8904621961
"CLEBURNE COUNTY, AL",AL,2007,01029 ,010292007,,1182.0,14972,,7894.736842105262
"CLEBURNE COUNTY, AL",AL,2008,01029 ,010292008,,1213.0,14972,,8101.790008014961
"CLEBURNE COUNTY, AL",AL,2009,01029 ,010292009,,1659.0,14972,,11080.68394336094
"CLEBURNE COUNTY, AL",AL,2010,01029 ,010292010,,1744.0,14972,,11648.410366016564
"CLEBURNE COUNTY, AL",AL,2011,01029 ,010292011,,1984.0,14972,,13251.402618220678
"CLEBURNE COUNTY, AL",AL,2012,01029 ,010292012,,2082.0,14972,,13905.957787870693
"CLEBURNE COUNTY, AL",AL,2013,01029 ,010292013,,2115.0,14972,,14126.369222548758
"CLEBURNE COUNTY, AL",AL,2014,01029 ,010292014,,1392.0,14972,,9297.355062783863
"CLEBURNE COUNTY, AL",AL,2015,01029 ,010292015,,,14972,,
"COFFEE COUNTY, AL",AL,2003,01031 ,010312003,,,49948,,
"COFFEE COUNTY, AL",AL,2004,01031 ,010312004,,,49948,,
"COFFEE COUNTY, AL",AL,2005,01031 ,010312005,,,49948,,
"COFFEE COUNTY, AL",AL,2006,01031 ,010312006,,7782.0,49948,,15580.203411548011
"COFFEE COUNTY, AL",AL,2007,01031 ,010312007,,8526.0,49948,,17069.75254264435
"COFFEE COUNTY, AL",AL,2008,01031 ,010312008,,9401.0,49948,,18821.57443741491
"COFFEE COUNTY, AL",AL,2009,01031 ,010312009,,10037.0,49948,,20094.898694642427
"COFFEE COUNTY, AL",AL,2010,01031 ,010312010,,11749.0,49948,,23522.463361896374
"COFFEE COUNTY, AL",AL,2011,01031 ,010312011,,14741.0,49948,,29512.69320092897
"COFFEE COUNTY, AL",AL,2012,01031 ,010312012,,16502.0,49948,,33038.35989429006
"COFFEE COUNTY, AL",AL,2013,01031 ,010312013,,15560.0,49948,,31152.398494434212
"COFFEE COUNTY, AL",AL,2014,01031 ,010312014,,10261.0,49948,,20543.365099703693
"COFFEE COUNTY, AL",AL,2015,01031 ,010312015,,,49948,,
"COLBERT COUNTY, AL",AL,2003,01033 ,010332003,,,54428,,
"COLBERT COUNTY, AL",AL,2004,01033 ,010332004,,,54428,,
"COLBERT COUNTY, AL",AL,2005,01033 ,010332005,,,54428,,
"COLBERT COUNTY, AL",AL,2006,01033 ,010332006,,15413.0,54428,,28318.145072389212
"COLBERT COUNTY, AL",AL,2007,01033 ,010332007,,15795.0,54428,,29019.989711178066
"COLBERT COUNTY, AL",AL,2008,01033 ,010332008,,18334.0,54428,,33684.86808260454
"COLBERT COUNTY, AL",AL,2009,01033 ,010332009,,20294.0,54428,,37285.955758065706
"COLBERT COUNTY, AL",AL,2010,01033 ,010332010,,20318.0,54428,,37330.0507091938
"COLBERT COUNTY, AL",AL,2011,01033 ,010332011,,24386.0,54428,,44804.14492540604
"COLBERT COUNTY, AL",AL,2012,01033 ,010332012,,26500.0,54428,,48688.17520393915
"COLBERT COUNTY, AL",AL,2013,01033 ,010332013,,28930.0,54428,,53152.78900565885
"COLBERT COUNTY, AL",AL,2014,01033 ,010332014,,24165.0,54428,,44398.10391710149
"COLBERT COUNTY, AL",AL,2015,01033 ,010332015,,,54428,,
"CONECUH COUNTY, AL",AL,2003,01035 ,010352003,,,13228,,
"CONECUH COUNTY, AL",AL,2004,01035 ,010352004,,,13228,,
"CONECUH COUNTY, AL",AL,2005,01035 ,010352005,,,13228,,
"CONECUH COUNTY, AL",AL,2006,01035 ,010352006,,2866.0,13228,,21666.162685213185
"CONECUH COUNTY, AL",AL,2007,01035 ,010352007,,4136.0,13228,,31267.009374055033
"CONECUH COUNTY, AL",AL,2008,01035 ,010352008,,5119.0,13228,,38698.21590565467
"CONECUH COUNTY, AL",AL,2009,01035 ,010352009,,5865.0,13228,,44337.76837012398
"CONECUH COUNTY, AL",AL,2010,01035 ,010352010,,6718.0,13228,,50786.21106743272
"CONECUH COUNTY, AL",AL,2011,01035 ,010352011,,6396.0,13228,,48351.980647112185
"CONECUH COUNTY, AL",AL,2012,01035 ,010352012,,5693.0,13228,,43037.496220139095
"CONECUH COUNTY, AL",AL,2013,01035 ,010352013,,6028.0,13228,,45570.00302388872
"CONECUH COUNTY, AL",AL,2014,01035 ,010352014,,3593.0,13228,,27162.080435439977
"CONECUH COUNTY, AL",AL,2015,01035 ,010352015,,,13228,,
"COOSA COUNTY, AL",AL,2003,01037 ,010372003,,,11539,,
"COOSA COUNTY, AL",AL,2004,01037 ,010372004,,,11539,,
"COOSA COUNTY, AL",AL,2005,01037 ,010372005,,,11539,,
"COOSA COUNTY, AL",AL,2006,01037 ,010372006,,854.0,11539,,7400.987953895486
"COOSA COUNTY, AL",AL,2007,01037 ,010372007,,1187.0,11539,,10286.853280180258
"COOSA COUNTY, AL",AL,2008,01037 ,010372008,,1087.0,11539,,9420.227056070717
"COOSA COUNTY, AL",AL,2009,01037 ,010372009,,1317.0,11539,,11413.467371522662
"COOSA COUNTY, AL",AL,2010,01037 ,010372010,,1768.0,11539,,15321.951642256696
"COOSA COUNTY, AL",AL,2011,01037 ,010372011,,1757.0,11539,,15226.622757604646
"COOSA COUNTY, AL",AL,2012,01037 ,010372012,,1724.0,11539,,14940.636103648498
"COOSA COUNTY, AL",AL,2013,01037 ,010372013,,1493.0,11539,,12938.729525955456
"COOSA COUNTY, AL",AL,2014,01037 ,010372014,,819.0,11539,,7097.668775457146
"COOSA COUNTY, AL",AL,2015,01037 ,010372015,,,11539,,
"COVINGTON COUNTY, AL",AL,2003,01039 ,010392003,,,37765,,
"COVINGTON COUNTY, AL",AL,2004,01039 ,010392004,,,37765,,
"COVINGTON COUNTY, AL",AL,2005,01039 ,010392005,,,37765,,
"COVINGTON COUNTY, AL",AL,2006,01039 ,010392006,,8183.0,37765,,21668.211306765523
"COVINGTON COUNTY, AL",AL,2007,01039 ,010392007,,8935.0,37765,,23659.473057063416
"COVINGTON COUNTY, AL",AL,2008,01039 ,010392008,,9901.0,37765,,26217.397060770552
"COVINGTON COUNTY, AL",AL,2009,01039 ,010392009,,11231.0,37765,,29739.176486164437
"COVINGTON COUNTY, AL",AL,2010,01039 ,010392010,,13428.0,37765,,35556.7324242023
"COVINGTON COUNTY, AL",AL,2011,01039 ,010392011,,13536.0,37765,,35842.71150536211
"COVINGTON COUNTY, AL",AL,2012,01039 ,010392012,,13979.0,37765,,37015.755329008345
"COVINGTON COUNTY, AL",AL,2013,01039 ,010392013,,15600.0,37765,,41308.08950086059
"COVINGTON COUNTY, AL",AL,2014,01039 ,010392014,,16016.0,37765,,42409.638554216865
"COVINGTON COUNTY, AL",AL,2015,01039 ,010392015,,,37765,,
"CRENSHAW COUNTY, AL",AL,2003,01041 ,010412003,,,13906,,
"CRENSHAW COUNTY, AL",AL,2004,01041 ,010412004,,,13906,,
"CRENSHAW COUNTY, AL",AL,2005,01041 ,010412005,,,13906,,
"CRENSHAW COUNTY, AL",AL,2006,01041 ,010412006,,1332.0,13906,,9578.5991658277
"CRENSHAW COUNTY, AL",AL,2007,01041 ,010412007,,1586.0,13906,,11405.14885660866
"CRENSHAW COUNTY, AL",AL,2008,01041 ,010412008,,1678.0,13906,,12066.733783978138
"CRENSHAW COUNTY, AL",AL,2009,01041 ,010412009,,1933.0,13906,,13900.474615273983
"CRENSHAW COUNTY, AL",AL,2010,01041 ,010412010,,2225.0,13906,,16000.287645620596
"CRENSHAW COUNTY, AL",AL,2011,01041 ,010412011,,2463.0,13906,,17711.77908816338
"CRENSHAW COUNTY, AL",AL,2012,01041 ,010412012,,2838.0,13906,,20408.456781245502
"CRENSHAW COUNTY, AL",AL,2013,01041 ,010412013,,2996.0,13906,,21544.65698259744
"CRENSHAW COUNTY, AL",AL,2014,01041 ,010412014,,2079.0,13906,,14950.381130447287
"CRENSHAW COUNTY, AL",AL,2015,01041 ,010412015,,,13906,,
"CULLMAN COUNTY, AL",AL,2003,01043 ,010432003,,,80406,,
"CULLMAN COUNTY, AL",AL,2004,01043 ,010432004,,,80406,,
"CULLMAN COUNTY, AL",AL,2005,01043 ,010432005,,,80406,,
"CULLMAN COUNTY, AL",AL,2006,01043 ,010432006,,16028.0,80406,,19933.83578339925
"CULLMAN COUNTY, AL",AL,2007,01043 ,010432007,,19514.0,80406,,24269.333134343207
"CULLMAN COUNTY, AL",AL,2008,01043 ,010432008,10.0,20768.0,80406,12.436882819690073,25828.91823993234
"CULLMAN COUNTY, AL",AL,2009,01043 ,010432009,,22969.0,80406,,28566.276148546127
"CULLMAN COUNTY, AL",AL,2010,01043 ,010432010,,25473.0,80406,,31680.471606596522
"CULLMAN COUNTY, AL",AL,2011,01043 ,010432011,10.0,28778.0,80406,12.436882819690073,35790.861378504094
"CULLMAN COUNTY, AL",AL,2012,01043 ,010432012,12.0,30421.0,80406,14.924259383628089,37834.24122577917
"CULLMAN COUNTY, AL",AL,2013,01043 ,010432013,16.0,32140.0,80406,19.899012511504118,39972.1413824839
"CULLMAN COUNTY, AL",AL,2014,01043 ,010432014,27.0,28617.0,80406,33.5795836131632,35590.62756510708
"CULLMAN COUNTY, AL",AL,2015,01043 ,010432015,11.0,,80406,13.680571101659082,
"DALE COUNTY, AL",AL,2003,01045 ,010452003,,,50251,,
"DALE COUNTY, AL",AL,2004,01045 ,010452004,,,50251,,
"DALE COUNTY, AL",AL,2005,01045 ,010452005,,,50251,,
"DALE COUNTY, AL",AL,2006,01045 ,010452006,,5522.0,50251,,10988.83604306382
"DALE COUNTY, AL",AL,2007,01045 ,010452007,,6651.0,50251,,13235.557501343257
"DALE COUNTY, AL",AL,2008,01045 ,010452008,,7375.0,50251,,14676.32484925673
"DALE COUNTY, AL",AL,2009,01045 ,010452009,,9450.0,50251,,18805.595908539133
"DALE COUNTY, AL",AL,2010,01045 ,010452010,,10950.0,50251,,21790.611132116774
"DALE COUNTY, AL",AL,2011,01045 ,010452011,,11664.0,50251,,23211.47837853973
"DALE COUNTY, AL",AL,2012,01045 ,010452012,,11830.0,50251,,23541.820063282325
"DALE COUNTY, AL",AL,2013,01045 ,010452013,,10444.0,50251,,20783.66599669658
"DALE COUNTY, AL",AL,2014,01045 ,010452014,,8796.0,50251,,17504.129271059282
"DALE COUNTY, AL",AL,2015,01045 ,010452015,,,50251,,
"DALLAS COUNTY, AL",AL,2003,01047 ,010472003,,,43820,,
"DALLAS COUNTY, AL",AL,2004,01047 ,010472004,,,43820,,
