COUNTY_NAME,FIPS,YEAR,STATE,DRUG,DEATHS
"RICHMOND COUNTY, NY",036085,2008,NY,1,49
"RICHMOND COUNTY, NY",036085,2009,NY,1,63
"RICHMOND COUNTY, NY",036085,2010,NY,1,57
"RICHMOND COUNTY, NY",036085,2011,NY,1,70
"RICHMOND COUNTY, NY",036085,2012,NY,1,77
"RICHMOND COUNTY, NY",036085,2013,NY,1,67
"RICHMOND COUNTY, NY",036085,2014,NY,1,74
"RICHMOND COUNTY, NY",036085,2015,NY,1,74
"RIO ARRIBA COUNTY, NM",035039,2003,NM,1,12
"RIO ARRIBA COUNTY, NM",035039,2004,NM,1,19
"RIO ARRIBA COUNTY, NM",035039,2005,NM,1,16
"RIO ARRIBA COUNTY, NM",035039,2006,NM,1,18
"RIO ARRIBA COUNTY, NM",035039,2007,NM,1,17
"RIO ARRIBA COUNTY, NM",035039,2008,NM,1,24
"RIO ARRIBA COUNTY, NM",035039,2009,NM,1,19
"RIO ARRIBA COUNTY, NM",035039,2010,NM,1,18
"RIO ARRIBA COUNTY, NM",035039,2011,NM,1,27
"RIO ARRIBA COUNTY, NM",035039,2012,NM,1,30
"RIO ARRIBA COUNTY, NM",035039,2013,NM,1,28
"RIO ARRIBA COUNTY, NM",035039,2014,NM,1,39
"RIO ARRIBA COUNTY, NM",035039,2015,NM,1,26
"RIVERSIDE COUNTY, CA",006065,2003,CA,1,174
"RIVERSIDE COUNTY, CA",006065,2004,CA,1,187
"RIVERSIDE COUNTY, CA",006065,2005,CA,1,188
"RIVERSIDE COUNTY, CA",006065,2006,CA,1,199
"RIVERSIDE COUNTY, CA",006065,2007,CA,1,228
"RIVERSIDE COUNTY, CA",006065,2008,CA,1,226
"RIVERSIDE COUNTY, CA",006065,2009,CA,1,237
"RIVERSIDE COUNTY, CA",006065,2010,CA,1,250
"RIVERSIDE COUNTY, CA",006065,2011,CA,1,252
"RIVERSIDE COUNTY, CA",006065,2012,CA,1,298
"RIVERSIDE COUNTY, CA",006065,2013,CA,1,337
"RIVERSIDE COUNTY, CA",006065,2014,CA,1,342
"RIVERSIDE COUNTY, CA",006065,2015,CA,1,354
"ROCKDALE COUNTY, GA",013247,2003,GA,1,11
"ROCKDALE COUNTY, GA",013247,2006,GA,1,10
"ROCKDALE COUNTY, GA",013247,2007,GA,1,10
"ROCKDALE COUNTY, GA",013247,2012,GA,1,10
"ROCKDALE COUNTY, GA",013247,2013,GA,1,10
"ROCKDALE COUNTY, GA",013247,2014,GA,1,10
"ROCKDALE COUNTY, GA",013247,2015,GA,1,10
"ROCKLAND COUNTY, NY",036087,2006,NY,1,10
"ROCKLAND COUNTY, NY",036087,2008,NY,1,14
"ROCKLAND COUNTY, NY",036087,2009,NY,1,15
"ROCKLAND COUNTY, NY",036087,2010,NY,1,10
"ROCKLAND COUNTY, NY",036087,2011,NY,1,13
"ROCKLAND COUNTY, NY",036087,2012,NY,1,16
"ROCKLAND COUNTY, NY",036087,2013,NY,1,27
"ROCKLAND COUNTY, NY",036087,2014,NY,1,19
"ROCKLAND COUNTY, NY",036087,2015,NY,1,32
"ROGERS COUNTY, OK",040131,2008,OK,1,11
"ROGERS COUNTY, OK",040131,2009,OK,1,11
"ROGERS COUNTY, OK",040131,2010,OK,1,10
"ROGERS COUNTY, OK",040131,2014,OK,1,12
"ROGERS COUNTY, OK",040131,2015,OK,1,13
"SACRAMENTO COUNTY, CA",006067,2003,CA,1,168
"SACRAMENTO COUNTY, CA",006067,2004,CA,1,200
"SACRAMENTO COUNTY, CA",006067,2005,CA,1,256
"SACRAMENTO COUNTY, CA",006067,2006,CA,1,248
"SACRAMENTO COUNTY, CA",006067,2007,CA,1,212
"SACRAMENTO COUNTY, CA",006067,2008,CA,1,260
"SACRAMENTO COUNTY, CA",006067,2009,CA,1,246
"SACRAMENTO COUNTY, CA",006067,2010,CA,1,228
"SACRAMENTO COUNTY, CA",006067,2011,CA,1,232
"SACRAMENTO COUNTY, CA",006067,2012,CA,1,227
"SACRAMENTO COUNTY, CA",006067,2013,CA,1,259
"SACRAMENTO COUNTY, CA",006067,2014,CA,1,267
"SACRAMENTO COUNTY, CA",006067,2015,CA,1,298
"SAN BERNARDINO COUNTY, CA",006071,2003,CA,1,167
"SAN BERNARDINO COUNTY, CA",006071,2004,CA,1,200
"SAN BERNARDINO COUNTY, CA",006071,2005,CA,1,232
"SAN BERNARDINO COUNTY, CA",006071,2006,CA,1,219
"SAN BERNARDINO COUNTY, CA",006071,2007,CA,1,167
"SAN BERNARDINO COUNTY, CA",006071,2008,CA,1,234
"SAN BERNARDINO COUNTY, CA",006071,2009,CA,1,227
"SAN BERNARDINO COUNTY, CA",006071,2010,CA,1,193
"SAN BERNARDINO COUNTY, CA",006071,2011,CA,1,190
"SAN BERNARDINO COUNTY, CA",006071,2012,CA,1,196
"SAN BERNARDINO COUNTY, CA",006071,2013,CA,1,220
"SAN BERNARDINO COUNTY, CA",006071,2014,CA,1,238
"SAN BERNARDINO COUNTY, CA",006071,2015,CA,1,223
"SAN DIEGO COUNTY, CA",006073,2003,CA,1,305
"SAN DIEGO COUNTY, CA",006073,2004,CA,1,314
"SAN DIEGO COUNTY, CA",006073,2005,CA,1,317
"SAN DIEGO COUNTY, CA",006073,2006,CA,1,332
"SAN DIEGO COUNTY, CA",006073,2007,CA,1,370
"SAN DIEGO COUNTY, CA",006073,2008,CA,1,370
"SAN DIEGO COUNTY, CA",006073,2009,CA,1,367
"SAN DIEGO COUNTY, CA",006073,2010,CA,1,380
"SAN DIEGO COUNTY, CA",006073,2011,CA,1,421
"SAN DIEGO COUNTY, CA",006073,2012,CA,1,434
"SAN DIEGO COUNTY, CA",006073,2013,CA,1,448
"SAN DIEGO COUNTY, CA",006073,2014,CA,1,436
"SAN DIEGO COUNTY, CA",006073,2015,CA,1,444
"SAN FRANCISCO COUNTY, CA",006075,2003,CA,1,147
"SAN FRANCISCO COUNTY, CA",006075,2004,CA,1,128
"SAN FRANCISCO COUNTY, CA",006075,2005,CA,1,174
"SAN FRANCISCO COUNTY, CA",006075,2006,CA,1,195
"SAN FRANCISCO COUNTY, CA",006075,2007,CA,1,208
"SAN FRANCISCO COUNTY, CA",006075,2008,CA,1,188
"SAN FRANCISCO COUNTY, CA",006075,2009,CA,1,177
"SAN FRANCISCO COUNTY, CA",006075,2010,CA,1,167
"SAN FRANCISCO COUNTY, CA",006075,2011,CA,1,204
"SAN FRANCISCO COUNTY, CA",006075,2012,CA,1,131
"SAN FRANCISCO COUNTY, CA",006075,2013,CA,1,128
"SAN FRANCISCO COUNTY, CA",006075,2014,CA,1,162
"SAN FRANCISCO COUNTY, CA",006075,2015,CA,1,192
"SAN JOAQUIN COUNTY, CA",006077,2003,CA,1,67
"SAN JOAQUIN COUNTY, CA",006077,2004,CA,1,85
"SAN JOAQUIN COUNTY, CA",006077,2005,CA,1,69
"SAN JOAQUIN COUNTY, CA",006077,2006,CA,1,87
"SAN JOAQUIN COUNTY, CA",006077,2007,CA,1,107
"SAN JOAQUIN COUNTY, CA",006077,2008,CA,1,105
"SAN JOAQUIN COUNTY, CA",006077,2009,CA,1,118
"SAN JOAQUIN COUNTY, CA",006077,2010,CA,1,121
"SAN JOAQUIN COUNTY, CA",006077,2011,CA,1,127
"SAN JOAQUIN COUNTY, CA",006077,2012,CA,1,95
"SAN JOAQUIN COUNTY, CA",006077,2013,CA,1,109
"SAN JOAQUIN COUNTY, CA",006077,2014,CA,1,120
"SAN JOAQUIN COUNTY, CA",006077,2015,CA,1,116
"SAN JUAN COUNTY, NM",035045,2003,NM,1,12
"SAN JUAN COUNTY, NM",035045,2007,NM,1,15
"SAN JUAN COUNTY, NM",035045,2008,NM,1,15
"SAN JUAN COUNTY, NM",035045,2009,NM,1,15
"SAN JUAN COUNTY, NM",035045,2010,NM,1,13
"SAN JUAN COUNTY, NM",035045,2011,NM,1,19
"SAN JUAN COUNTY, NM",035045,2012,NM,1,21
"SAN JUAN COUNTY, NM",035045,2013,NM,1,15
"SAN JUAN COUNTY, NM",035045,2014,NM,1,22
"SAN JUAN COUNTY, NM",035045,2015,NM,1,12
"SAN LUIS OBISPO COUNTY, CA",006079,2003,CA,1,10
"SAN LUIS OBISPO COUNTY, CA",006079,2004,CA,1,23
"SAN LUIS OBISPO COUNTY, CA",006079,2005,CA,1,22
"SAN LUIS OBISPO COUNTY, CA",006079,2006,CA,1,23
"SAN LUIS OBISPO COUNTY, CA",006079,2007,CA,1,27
"SAN LUIS OBISPO COUNTY, CA",006079,2008,CA,1,22
"SAN LUIS OBISPO COUNTY, CA",006079,2009,CA,1,27
"SAN LUIS OBISPO COUNTY, CA",006079,2010,CA,1,40
"SAN LUIS OBISPO COUNTY, CA",006079,2011,CA,1,33
"SAN LUIS OBISPO COUNTY, CA",006079,2012,CA,1,35
"SAN LUIS OBISPO COUNTY, CA",006079,2013,CA,1,33
"SAN LUIS OBISPO COUNTY, CA",006079,2014,CA,1,26
"SAN LUIS OBISPO COUNTY, CA",006079,2015,CA,1,43
"SAN MATEO COUNTY, CA",006081,2003,CA,1,51
"SAN MATEO COUNTY, CA",006081,2004,CA,1,44
"SAN MATEO COUNTY, CA",006081,2005,CA,1,53
"SAN MATEO COUNTY, CA",006081,2006,CA,1,42
"SAN MATEO COUNTY, CA",006081,2007,CA,1,62
"SAN MATEO COUNTY, CA",006081,2008,CA,1,47
"SAN MATEO COUNTY, CA",006081,2009,CA,1,50
"SAN MATEO COUNTY, CA",006081,2010,CA,1,54
"SAN MATEO COUNTY, CA",006081,2011,CA,1,66
"SAN MATEO COUNTY, CA",006081,2012,CA,1,56
"SAN MATEO COUNTY, CA",006081,2013,CA,1,47
"SAN MATEO COUNTY, CA",006081,2014,CA,1,67
"SAN MATEO COUNTY, CA",006081,2015,CA,1,65
"SAN MIGUEL COUNTY, NM",035047,2011,NM,1,13
"SAN MIGUEL COUNTY, NM",035047,2012,NM,1,10
"SAN PATRICIO COUNTY, TX",048409,2007,TX,1,12
"SAN PATRICIO COUNTY, TX",048409,2014,TX,1,11
"SANDOVAL COUNTY, NM",035043,2003,NM,1,11
"SANDOVAL COUNTY, NM",035043,2006,NM,1,11
"SANDOVAL COUNTY, NM",035043,2007,NM,1,14
"SANDOVAL COUNTY, NM",035043,2008,NM,1,19
"SANDOVAL COUNTY, NM",035043,2009,NM,1,19
"SANDOVAL COUNTY, NM",035043,2010,NM,1,16
"SANDOVAL COUNTY, NM",035043,2011,NM,1,25
"SANDOVAL COUNTY, NM",035043,2012,NM,1,21
"SANDOVAL COUNTY, NM",035043,2013,NM,1,20
"SANDOVAL COUNTY, NM",035043,2014,NM,1,29
"SANDOVAL COUNTY, NM",035043,2015,NM,1,21
"SANTA BARBARA COUNTY, CA",006083,2003,CA,1,44
"SANTA BARBARA COUNTY, CA",006083,2004,CA,1,27
"SANTA BARBARA COUNTY, CA",006083,2005,CA,1,30
"SANTA BARBARA COUNTY, CA",006083,2006,CA,1,27
"SANTA BARBARA COUNTY, CA",006083,2007,CA,1,37
"SANTA BARBARA COUNTY, CA",006083,2008,CA,1,38
"SANTA BARBARA COUNTY, CA",006083,2009,CA,1,64
"SANTA BARBARA COUNTY, CA",006083,2010,CA,1,38
"SANTA BARBARA COUNTY, CA",006083,2011,CA,1,37
"SANTA BARBARA COUNTY, CA",006083,2012,CA,1,35
"SANTA BARBARA COUNTY, CA",006083,2013,CA,1,52
"SANTA BARBARA COUNTY, CA",006083,2014,CA,1,56
"SANTA BARBARA COUNTY, CA",006083,2015,CA,1,70
"SANTA CLARA COUNTY, CA",006085,2003,CA,1,78
"SANTA CLARA COUNTY, CA",006085,2004,CA,1,110
"SANTA CLARA COUNTY, CA",006085,2005,CA,1,100
"SANTA CLARA COUNTY, CA",006085,2006,CA,1,100
"SANTA CLARA COUNTY, CA",006085,2007,CA,1,156
"SANTA CLARA COUNTY, CA",006085,2008,CA,1,113
"SANTA CLARA COUNTY, CA",006085,2009,CA,1,108
"SANTA CLARA COUNTY, CA",006085,2010,CA,1,133
"SANTA CLARA COUNTY, CA",006085,2011,CA,1,136
"SANTA CLARA COUNTY, CA",006085,2012,CA,1,156
"SANTA CLARA COUNTY, CA",006085,2013,CA,1,152
"SANTA CLARA COUNTY, CA",006085,2014,CA,1,135
"SANTA CLARA COUNTY, CA",006085,2015,CA,1,132
"SANTA CRUZ COUNTY, CA",006087,2003,CA,1,32
"SANTA CRUZ COUNTY, CA",006087,2004,CA,1,18
"SANTA CRUZ COUNTY, CA",006087,2005,CA,1,27
"SANTA CRUZ COUNTY, CA",006087,2006,CA,1,30
"SANTA CRUZ COUNTY, CA",006087,2007,CA,1,36
"SANTA CRUZ COUNTY, CA",006087,2008,CA,1,24
"SANTA CRUZ COUNTY, CA",006087,2009,CA,1,32
"SANTA CRUZ COUNTY, CA",006087,2010,CA,1,38
"SANTA CRUZ COUNTY, CA",006087,2011,CA,1,49
"SANTA CRUZ COUNTY, CA",006087,2012,CA,1,53
"SANTA CRUZ COUNTY, CA",006087,2013,CA,1,43
"SANTA CRUZ COUNTY, CA",006087,2014,CA,1,55
"SANTA CRUZ COUNTY, CA",006087,2015,CA,1,38
"SANTA FE COUNTY, NM",035049,2003,NM,1,24
"SANTA FE COUNTY, NM",035049,2004,NM,1,19
"SANTA FE COUNTY, NM",035049,2005,NM,1,18
"SANTA FE COUNTY, NM",035049,2006,NM,1,20
"SANTA FE COUNTY, NM",035049,2007,NM,1,26
"SANTA FE COUNTY, NM",035049,2008,NM,1,38
"SANTA FE COUNTY, NM",035049,2009,NM,1,20
"SANTA FE COUNTY, NM",035049,2010,NM,1,27
"SANTA FE COUNTY, NM",035049,2011,NM,1,36
"SANTA FE COUNTY, NM",035049,2012,NM,1,34
"SANTA FE COUNTY, NM",035049,2013,NM,1,40
"SANTA FE COUNTY, NM",035049,2014,NM,1,37
"SANTA FE COUNTY, NM",035049,2015,NM,1,40
"SANTA ROSA COUNTY, FL",012113,2003,FL,1,21
"SANTA ROSA COUNTY, FL",012113,2004,FL,1,18
"SANTA ROSA COUNTY, FL",012113,2005,FL,1,22
"SANTA ROSA COUNTY, FL",012113,2006,FL,1,28
"SANTA ROSA COUNTY, FL",012113,2007,FL,1,20
"SANTA ROSA COUNTY, FL",012113,2008,FL,1,21
"SANTA ROSA COUNTY, FL",012113,2009,FL,1,11
"SANTA ROSA COUNTY, FL",012113,2010,FL,1,17
"SANTA ROSA COUNTY, FL",012113,2011,FL,1,18
"SANTA ROSA COUNTY, FL",012113,2012,FL,1,10
"SANTA ROSA COUNTY, FL",012113,2013,FL,1,11
"SANTA ROSA COUNTY, FL",012113,2014,FL,1,13
"SANTA ROSA COUNTY, FL",012113,2015,FL,1,22
"SARASOTA COUNTY, FL",012115,2003,FL,1,62
"SARASOTA COUNTY, FL",012115,2004,FL,1,59
"SARASOTA COUNTY, FL",012115,2005,FL,1,60
"SARASOTA COUNTY, FL",012115,2006,FL,1,89
"SARASOTA COUNTY, FL",012115,2007,FL,1,76
"SARASOTA COUNTY, FL",012115,2008,FL,1,81
"SARASOTA COUNTY, FL",012115,2009,FL,1,75
"SARASOTA COUNTY, FL",012115,2010,FL,1,83
"SARASOTA COUNTY, FL",012115,2011,FL,1,84
"SARASOTA COUNTY, FL",012115,2012,FL,1,71
"SARASOTA COUNTY, FL",012115,2013,FL,1,67
"SARASOTA COUNTY, FL",012115,2014,FL,1,54
"SARASOTA COUNTY, FL",012115,2015,FL,1,96
"SARATOGA COUNTY, NY",036091,2007,NY,1,10
"SARATOGA COUNTY, NY",036091,2008,NY,1,15
"SARATOGA COUNTY, NY",036091,2013,NY,1,11
"SARATOGA COUNTY, NY",036091,2014,NY,1,16
"SARATOGA COUNTY, NY",036091,2015,NY,1,13
"SCHENECTADY COUNTY, NY",036093,2009,NY,1,10
"SCHENECTADY COUNTY, NY",036093,2015,NY,1,13
"SEMINOLE COUNTY, FL",012117,2003,FL,1,33
"SEMINOLE COUNTY, FL",012117,2004,FL,1,23
"SEMINOLE COUNTY, FL",012117,2005,FL,1,41
"SEMINOLE COUNTY, FL",012117,2006,FL,1,47
"SEMINOLE COUNTY, FL",012117,2007,FL,1,49
"SEMINOLE COUNTY, FL",012117,2008,FL,1,41
"SEMINOLE COUNTY, FL",012117,2009,FL,1,72
"SEMINOLE COUNTY, FL",012117,2010,FL,1,61
"SEMINOLE COUNTY, FL",012117,2011,FL,1,60
"SEMINOLE COUNTY, FL",012117,2012,FL,1,40
"SEMINOLE COUNTY, FL",012117,2013,FL,1,45
"SEMINOLE COUNTY, FL",012117,2014,FL,1,49
"SEMINOLE COUNTY, FL",012117,2015,FL,1,63
"SEQUOYAH COUNTY, OK",040135,2009,OK,1,15
"SEQUOYAH COUNTY, OK",040135,2010,OK,1,11
"SEQUOYAH COUNTY, OK",040135,2013,OK,1,16
"SEQUOYAH COUNTY, OK",040135,2014,OK,1,14
"SHASTA COUNTY, CA",006089,2003,CA,1,31
"SHASTA COUNTY, CA",006089,2004,CA,1,35
"SHASTA COUNTY, CA",006089,2005,CA,1,33
"SHASTA COUNTY, CA",006089,2006,CA,1,33
"SHASTA COUNTY, CA",006089,2007,CA,1,35
"SHASTA COUNTY, CA",006089,2008,CA,1,49
"SHASTA COUNTY, CA",006089,2009,CA,1,50
"SHASTA COUNTY, CA",006089,2010,CA,1,43
"SHASTA COUNTY, CA",006089,2011,CA,1,46
"SHASTA COUNTY, CA",006089,2012,CA,1,42
"SHASTA COUNTY, CA",006089,2013,CA,1,42
"SHASTA COUNTY, CA",006089,2014,CA,1,33
"SHASTA COUNTY, CA",006089,2015,CA,1,22
"SHELBY COUNTY, AL",001117,2006,AL,1,17
"SHELBY COUNTY, AL",001117,2007,AL,1,26
"SHELBY COUNTY, AL",001117,2008,AL,1,34
"SHELBY COUNTY, AL",001117,2009,AL,1,28
"SHELBY COUNTY, AL",001117,2010,AL,1,15
"SHELBY COUNTY, AL",001117,2011,AL,1,25
"SHELBY COUNTY, AL",001117,2012,AL,1,34
"SHELBY COUNTY, AL",001117,2013,AL,1,27
"SHELBY COUNTY, AL",001117,2014,AL,1,37
"SHELBY COUNTY, AL",001117,2015,AL,1,38
"SISKIYOU COUNTY, CA",006093,2010,CA,1,13
"SISKIYOU COUNTY, CA",006093,2011,CA,1,12
"SISKIYOU COUNTY, CA",006093,2015,CA,1,13
"SKAGIT COUNTY, WA",053057,2003,WA,1,12
"SKAGIT COUNTY, WA",053057,2004,WA,1,13
"SKAGIT COUNTY, WA",053057,2005,WA,1,15
"SKAGIT COUNTY, WA",053057,2006,WA,1,16
"SKAGIT COUNTY, WA",053057,2007,WA,1,12
"SKAGIT COUNTY, WA",053057,2008,WA,1,10
"SKAGIT COUNTY, WA",053057,2009,WA,1,20
"SKAGIT COUNTY, WA",053057,2010,WA,1,16
"SKAGIT COUNTY, WA",053057,2011,WA,1,15
"SKAGIT COUNTY, WA",053057,2012,WA,1,17
"SKAGIT COUNTY, WA",053057,2013,WA,1,23
"SKAGIT COUNTY, WA",053057,2014,WA,1,10
"SKAGIT COUNTY, WA",053057,2015,WA,1,18
"SMITH COUNTY, TX",048423,2004,TX,1,15
"SMITH COUNTY, TX",048423,2006,TX,1,23
"SMITH COUNTY, TX",048423,2007,TX,1,18
"SMITH COUNTY, TX",048423,2008,TX,1,19
"SMITH COUNTY, TX",048423,2009,TX,1,27
"SMITH COUNTY, TX",048423,2010,TX,1,17
"SMITH COUNTY, TX",048423,2011,TX,1,20
"SMITH COUNTY, TX",048423,2012,TX,1,16
"SMITH COUNTY, TX",048423,2013,TX,1,17
"SMITH COUNTY, TX",048423,2014,TX,1,17
"SMITH COUNTY, TX",048423,2015,TX,1,19
"SNOHOMISH COUNTY, WA",053061,2003,WA,1,76
"SNOHOMISH COUNTY, WA",053061,2004,WA,1,100
"SNOHOMISH COUNTY, WA",053061,2005,WA,1,94
"SNOHOMISH COUNTY, WA",053061,2006,WA,1,97
"SNOHOMISH COUNTY, WA",053061,2007,WA,1,107
"SNOHOMISH COUNTY, WA",053061,2008,WA,1,109
"SNOHOMISH COUNTY, WA",053061,2009,WA,1,125
"SNOHOMISH COUNTY, WA",053061,2010,WA,1,108
"SNOHOMISH COUNTY, WA",053061,2011,WA,1,168
"SNOHOMISH COUNTY, WA",053061,2012,WA,1,131
"SNOHOMISH COUNTY, WA",053061,2013,WA,1,126
"SNOHOMISH COUNTY, WA",053061,2014,WA,1,124
"SNOHOMISH COUNTY, WA",053061,2015,WA,1,127
"SOLANO COUNTY, CA",006095,2003,CA,1,29
"SOLANO COUNTY, CA",006095,2004,CA,1,18
"SOLANO COUNTY, CA",006095,2005,CA,1,30
"SOLANO COUNTY, CA",006095,2006,CA,1,28
"SOLANO COUNTY, CA",006095,2007,CA,1,27
"SOLANO COUNTY, CA",006095,2008,CA,1,32
"SOLANO COUNTY, CA",006095,2009,CA,1,31
"SOLANO COUNTY, CA",006095,2010,CA,1,45
"SOLANO COUNTY, CA",006095,2011,CA,1,57
"SOLANO COUNTY, CA",006095,2012,CA,1,24
"SOLANO COUNTY, CA",006095,2013,CA,1,45
"SOLANO COUNTY, CA",006095,2014,CA,1,66
"SOLANO COUNTY, CA",006095,2015,CA,1,49
"SONOMA COUNTY, CA",006097,2003,CA,1,42
"SONOMA COUNTY, CA",006097,2004,CA,1,48
"SONOMA COUNTY, CA",006097,2005,CA,1,51
"SONOMA COUNTY, CA",006097,2006,CA,1,37
"SONOMA COUNTY, CA",006097,2007,CA,1,53
"SONOMA COUNTY, CA",006097,2008,CA,1,72
"SONOMA COUNTY, CA",006097,2009,CA,1,53
"SONOMA COUNTY, CA",006097,2010,CA,1,76
"SONOMA COUNTY, CA",006097,2011,CA,1,49
"SONOMA COUNTY, CA",006097,2012,CA,1,55
"SONOMA COUNTY, CA",006097,2013,CA,1,31
"SONOMA COUNTY, CA",006097,2014,CA,1,73
"SONOMA COUNTY, CA",006097,2015,CA,1,71
"SPALDING COUNTY, GA",013255,2004,GA,1,11
"SPALDING COUNTY, GA",013255,2012,GA,1,15
"SPALDING COUNTY, GA",013255,2015,GA,1,14
"SPARTANBURG COUNTY, SC",045083,2003,SC,1,21
"SPARTANBURG COUNTY, SC",045083,2004,SC,1,38
"SPARTANBURG COUNTY, SC",045083,2005,SC,1,44
"SPARTANBURG COUNTY, SC",045083,2006,SC,1,55
"SPARTANBURG COUNTY, SC",045083,2007,SC,1,35
"SPARTANBURG COUNTY, SC",045083,2008,SC,1,61
"SPARTANBURG COUNTY, SC",045083,2009,SC,1,69
"SPARTANBURG COUNTY, SC",045083,2010,SC,1,46
"SPARTANBURG COUNTY, SC",045083,2011,SC,1,58
"SPARTANBURG COUNTY, SC",045083,2012,SC,1,29
"SPARTANBURG COUNTY, SC",045083,2013,SC,1,35
"SPARTANBURG COUNTY, SC",045083,2014,SC,1,42
"SPARTANBURG COUNTY, SC",045083,2015,SC,1,51
"SPOKANE COUNTY, WA",053063,2003,WA,1,74
"SPOKANE COUNTY, WA",053063,2004,WA,1,78
"SPOKANE COUNTY, WA",053063,2005,WA,1,91
"SPOKANE COUNTY, WA",053063,2006,WA,1,99
"SPOKANE COUNTY, WA",053063,2007,WA,1,104
"SPOKANE COUNTY, WA",053063,2008,WA,1,126
"SPOKANE COUNTY, WA",053063,2009,WA,1,74
"SPOKANE COUNTY, WA",053063,2010,WA,1,75
"SPOKANE COUNTY, WA",053063,2011,WA,1,73
"SPOKANE COUNTY, WA",053063,2012,WA,1,84
"SPOKANE COUNTY, WA",053063,2013,WA,1,63
"SPOKANE COUNTY, WA",053063,2014,WA,1,50
"SPOKANE COUNTY, WA",053063,2015,WA,1,92
"ST. CLAIR COUNTY, AL",001115,2007,AL,1,10
"ST. CLAIR COUNTY, AL",001115,2009,AL,1,11
"ST. CLAIR COUNTY, AL",001115,2010,AL,1,14
"ST. CLAIR COUNTY, AL",001115,2011,AL,1,14
"ST. CLAIR COUNTY, AL",001115,2013,AL,1,17
"ST. CLAIR COUNTY, AL",001115,2014,AL,1,21
"ST. CLAIR COUNTY, AL",001115,2015,AL,1,15
"ST. JOHNS COUNTY, FL",012109,2004,FL,1,10
"ST. JOHNS COUNTY, FL",012109,2006,FL,1,11
"ST. JOHNS COUNTY, FL",012109,2007,FL,1,13
"ST. JOHNS COUNTY, FL",012109,2009,FL,1,11
"ST. JOHNS COUNTY, FL",012109,2010,FL,1,15
"ST. JOHNS COUNTY, FL",012109,2011,FL,1,19
"ST. JOHNS COUNTY, FL",012109,2012,FL,1,13
"ST. JOHNS COUNTY, FL",012109,2013,FL,1,11
"ST. JOHNS COUNTY, FL",012109,2014,FL,1,17
"ST. JOHNS COUNTY, FL",012109,2015,FL,1,17
"ST. LAWRENCE COUNTY, NY",036089,2015,NY,1,12
"ST. LUCIE COUNTY, FL",012111,2003,FL,1,21
"ST. LUCIE COUNTY, FL",012111,2004,FL,1,27
"ST. LUCIE COUNTY, FL",012111,2005,FL,1,25
"ST. LUCIE COUNTY, FL",012111,2006,FL,1,28
"ST. LUCIE COUNTY, FL",012111,2007,FL,1,46
"ST. LUCIE COUNTY, FL",012111,2008,FL,1,34
"ST. LUCIE COUNTY, FL",012111,2009,FL,1,46
"ST. LUCIE COUNTY, FL",012111,2010,FL,1,43
"ST. LUCIE COUNTY, FL",012111,2011,FL,1,40
"ST. LUCIE COUNTY, FL",012111,2012,FL,1,29
"ST. LUCIE COUNTY, FL",012111,2013,FL,1,33
"ST. LUCIE COUNTY, FL",012111,2014,FL,1,39
"ST. LUCIE COUNTY, FL",012111,2015,FL,1,51
"STANISLAUS COUNTY, CA",006099,2003,CA,1,82
"STANISLAUS COUNTY, CA",006099,2004,CA,1,88
"STANISLAUS COUNTY, CA",006099,2005,CA,1,67
"STANISLAUS COUNTY, CA",006099,2006,CA,1,77
"STANISLAUS COUNTY, CA",006099,2007,CA,1,80
"STANISLAUS COUNTY, CA",006099,2008,CA,1,50
"STANISLAUS COUNTY, CA",006099,2009,CA,1,74
"STANISLAUS COUNTY, CA",006099,2010,CA,1,83
"STANISLAUS COUNTY, CA",006099,2011,CA,1,82
"STANISLAUS COUNTY, CA",006099,2012,CA,1,66
"STANISLAUS COUNTY, CA",006099,2013,CA,1,69
"STANISLAUS COUNTY, CA",006099,2014,CA,1,64
"STANISLAUS COUNTY, CA",006099,2015,CA,1,112
"STEPHENS COUNTY, OK",040137,2012,OK,1,16
"STEUBEN COUNTY, NY",036101,2007,NY,1,10
"STEUBEN COUNTY, NY",036101,2014,NY,1,11
"STEVENS COUNTY, WA",053065,2006,WA,1,13
"STEVENS COUNTY, WA",053065,2008,WA,1,11
"SUFFOLK COUNTY, NY",036103,2003,NY,1,22
"SUFFOLK COUNTY, NY",036103,2004,NY,1,12
"SUFFOLK COUNTY, NY",036103,2005,NY,1,14
"SUFFOLK COUNTY, NY",036103,2006,NY,1,157
"SUFFOLK COUNTY, NY",036103,2007,NY,1,179
"SUFFOLK COUNTY, NY",036103,2008,NY,1,189
"SUFFOLK COUNTY, NY",036103,2009,NY,1,161
"SUFFOLK COUNTY, NY",036103,2010,NY,1,190
"SUFFOLK COUNTY, NY",036103,2011,NY,1,272
"SUFFOLK COUNTY, NY",036103,2012,NY,1,287
"SUFFOLK COUNTY, NY",036103,2013,NY,1,273
"SUFFOLK COUNTY, NY",036103,2014,NY,1,271
"SUFFOLK COUNTY, NY",036103,2015,NY,1,290
"SULLIVAN COUNTY, NY",036105,2006,NY,1,14
"SULLIVAN COUNTY, NY",036105,2007,NY,1,10
"SULLIVAN COUNTY, NY",036105,2008,NY,1,14
"SULLIVAN COUNTY, NY",036105,2011,NY,1,29
"SULLIVAN COUNTY, NY",036105,2012,NY,1,12
"SULLIVAN COUNTY, NY",036105,2013,NY,1,17
